Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
apical junction complex (GO:0043296)	1/98	0.11996433586492446	0.2443717952804017	0	0	8.196701030927835	17.38160274385576	FRMD4A
mitochondrial envelope (GO:0005740)	1/127	0.15272495365081667	0.299995444671247	0	0	6.300952380952381	11.840224617662312	GPER1
adherens junction (GO:0005912)	1/132	0.1582534995824069	0.3001359474838751	0	0	6.058931297709924	11.169985836162711	FRMD4A
recycling endosome (GO:0055037)	1/145	0.1724658657229811	0.316187420492132	0	0	5.508333333333334	9.681203980286986	GPER1
basolateral plasma membrane (GO:0016323)	1/151	0.17894732668603963	0.3174871925074897	0	0	5.2864	9.096117010659487	NKD2
cullin-RING ubiquitin ligase complex (GO:0031461)	1/157	0.18537996093957662	0.3186218078648973	0	0	5.081538461538462	8.564159246216523	FBXL13
endocytic vesicle (GO:0030139)	1/189	0.21887718811687695	0.3647953135281283	0	0	4.209787234042553	6.395696064943001	PLEKHG5
vesicle (GO:0031982)	1/226	0.25595802527059464	0.39924050774608705	0	0	3.5109333333333335	4.784495651539905	COL12A1
bounding membrane of organelle (GO:0098588)	2/767	0.26309542520653023	0.39924050774608705	0	0	2.092483660130719	2.7939646999523324	GALNT9;SHANK2
cilium (GO:0005929)	1/237	0.2666516300717733	0.39924050774608705	0	0	3.3454237288135595	4.422021995273458	SHANK2
trans-Golgi network (GO:0005802)	1/239	0.26857997793827676	0.39924050774608705	0	0	3.3169747899159665	4.360516751743139	GPER1
polymeric cytoskeletal fiber (GO:0099513)	1/256	0.28477525286682115	0.41217470809671486	0	0	3.093176470588235	3.885199760145299	PLEC
early endosome (GO:0005769)	1/266	0.29414022213385826	0.4148131337785181	0	0	2.974943396226415	3.640434304991801	GPER1
intracellular organelle lumen (GO:0070013)	2/848	0.3026320134280339	0.41611901846354665	0	0	1.884160756501182	2.2520199477076277	COL12A1;NAGS
endoplasmic reticulum lumen (GO:0005788)	1/285	0.3116098476219543	0.4180132102245729	0	0	2.7732394366197184	3.2336065069427065	COL12A1
mitochondrial matrix (GO:0005759)	1/348	0.36661020455865323	0.4800847916839507	0	0	2.262478386167147	2.270297756469898	NAGS
collagen-containing extracellular matrix (GO:0062023)	1/380	0.392903391105361	0.48313159076702783	0	0	2.068073878627968	1.9319770832332692	COL12A1
cytoplasmic vesicle membrane (GO:0030659)	1/380	0.392903391105361	0.48313159076702783	0	0	2.068073878627968	1.9319770832332692	GPER1
focal adhesion (GO:0005925)	1/387	0.39851347551947264	0.48313159076702783	0	0	2.0298445595854924	1.867485343052095	PLEC
cell-substrate junction (GO:0030055)	1/394	0.40407369409605964	0.48313159076702783	0	0	1.9929770992366411	1.8059521552982647	PLEC
mitochondrial membrane (GO:0031966)	1/469	0.46062911876217877	0.5302692280447793	0	0	1.6671794871794872	1.2923343096737	GPER1
Golgi membrane (GO:0000139)	1/472	0.46278041720271645	0.5302692280447793	0	0	1.6563057324840764	1.2761878704489478	GALNT9
cytoskeleton (GO:0005856)	1/600	0.5472616029629329	0.614273227815537	0	0	1.2938230383973288	0.7799531951327483	PLEC
integral component of plasma membrane (GO:0005887)	2/1454	0.5732134008435876	0.6305347409279465	0	0	1.06301652892562	0.5915657264718304	GABBR1;GPER1
nucleolus (GO:0005730)	1/733	0.6214538422465855	0.6637444827390819	0	0	1.0514754098360655	0.5001801641263339	GPER1
nuclear lumen (GO:0031981)	1/745	0.6275402382260411	0.6637444827390819	0	0	1.0338709677419355	0.4817295776154549	GPER1
intracellular non-membrane-bounded organelle (GO:0043232)	1/1158	0.7881199119229737	0.8178602859578029	0	0	0.6505445116681072	0.15489791930274732	GPER1
nucleus (GO:0005634)	3/4484	0.9516127648575042	0.9692352234659766	0	0	0.4509765871360236	0.022367124821215074	GPER1;AIPL1;FGF1
intracellular membrane-bounded organelle (GO:0043231)	3/5192	0.9798398294157225	0.9798398294157225	0	0	0.3716473811658441	0.007569030045835132	GPER1;AIPL1;FGF1
